@relation whatever
@attribute F0 real
@attribute F15 real
@attribute F31 real
@attribute F46 real
@attribute F62 real
@attribute F78 real
@attribute F93 real
@attribute F10 real
@attribute F12 real
@attribute F14 real
@attribute F156 real
@attribute F17 real
@attribute F18 real
@attribute F20 real
@attribute F21 real
@attribute F23 real
@attribute F25 real
@attribute test_type {0.0,1.0}
@attribute electrode_name real
@data
0.29074563836966572,15.936089968011014,5.0087106713731089,2.2099206021398867,2.3034195815116449,2.1262120816323131,2.2841651980742976,1.3374946002876045,0.72099917990173534,0.98195122437107463,0.71014680819613651,0.98030441619717834,1.0270637372487819,0.65195120753120084,0.97827166425027179,0.8939670683419515,0.33703016155331894,0.0,1.0
0.32994365485378319,18.612889586671304,4.3713804513017198,2.861028160865335,3.9165183088697888,6.1320332416918149,4.7898843652554444,2.4548401070756922,1.3240177874204007,1.2868365938955406,0.67994197420369729,0.68390687486768609,0.78954784672304945,1.0059308394012809,0.94567246666499982,0.58070460493152554,0.34066219065408454,0.0,1.0
1.4652688392949096,204.67649066194784,79.551138175189379,35.36652592173742,14.351609669987567,9.6137705793591124,10.427990841429457,2.8289344383883539,2.2759904687115902,1.4429480610165817,0.83100639308752122,0.58372193454249921,0.49084550590716741,0.48130019620253145,0.45220301636186838,0.40955262499547651,0.14514662369987358,0.0,1.0
1.6947458964805582,70.66701608195612,21.45309021068417,8.1677611181083609,3.7792943067063893,4.5573671888395326,5.5748005250408275,2.4543621566563689,0.78025142447356888,0.55097566900244255,0.48921742078334246,0.53846403104977025,0.46800293139158988,0.41783627910378307,0.67061780996243103,0.39250512278432648,0.16621376152616563,0.0,1.0
1.8913245914210712,55.397061016885957,38.335376433419803,8.4485470966031091,11.723440146105334,8.522138770942286,4.9248259297858699,2.3804996037700308,1.4166379061888357,0.75972506325101918,0.51955267083294621,0.73136999160395122,0.57041173536501111,0.21616548846670619,0.33111049486285588,0.26393581878954758,0.16926826429225894,0.0,1.0
0.96036822281230971,19.524061138924413,10.369603549683498,6.3006471060656795,2.8058456198417447,5.6310376254715431,3.7106721575623647,1.5693783511422672,1.1603350953406637,0.28878684579885966,0.34940982656448544,0.40675015051946112,0.26859998758717246,0.42890151516850594,0.33983495243349565,0.21975642604883283,0.078856568168092972,0.0,1.0
0.2212960702735533,13.802233540076566,4.4212708216905527,2.3462731065236855,3.5315808119555987,2.2291492282483318,2.7028348523402284,2.2409327863722206,1.3819962546589457,0.75361417219997873,0.27118767782583958,0.41447266072918865,0.35024774120810243,0.35973000965201224,0.37511486825241763,0.30420089125252081,0.087064603766390566,0.0,1.0
0.7156576647315378,145.95866330969022,13.123255625720468,4.3194007186912149,2.6214171797256003,4.4305575425321795,3.3899693041854451,3.5824925745598932,1.3253532956035881,0.86343208817828665,0.81862133884050126,0.37171317293358752,0.36672696487250472,0.51980292412657381,0.35983838462234186,0.29575395468793719,0.12757583309654655,0.0,1.0
0.90174894192063992,25.767900459680146,8.1610702102055779,2.718004121846,6.0234337715984489,5.7499579898096389,5.1430717125076795,3.2777866982777524,1.3559698522340835,0.73690437262178121,0.89194684250802303,0.65859919239374309,0.79745929287868011,0.45525417057207862,0.46300232198145252,0.16549920411124625,0.13625190597588854,0.0,1.0
0.40743755593620085,13.10443154993675,4.1754072705369234,2.4127031141636768,2.0816073679964684,3.9712516325453411,9.2372226579650203,3.0585831823085767,1.2246736046502655,0.54543289751005231,0.66512782937502279,0.93720150174975869,0.56350432552230478,0.32079446012221791,0.2808996436364587,0.19843604449620403,0.10524475509069343,0.0,1.0
